,sim_time,steps,num_targets,num_conflicts
0,0.0,0,0,0
1,0.0,1,1,0
2,0.61,2,1,0
3,1.82,3,1,0
4,3.63,4,1,0
5,6.03,5,1,0
6,9.02,6,1,0
7,12.62,7,1,0
8,16.82,8,1,0
9,21.61,9,1,0
10,26.99,10,1,0
11,32.96,11,1,0
