map_name,map_size,obstacles_number,num_agents,solver,solved,soc,makespan,simulation_time
random-64-64-20.map,4096,826,200,DCMAPF,True,10040,112,16.7
random-64-64-20.map,4096,826,200,DCMAPF,True,10653,107,16.7
random-64-64-20.map,4096,826,200,DCMAPF,True,10700,107,16.7
random-64-64-20.map,4096,826,200,DCMAPF,True,10634,107,17.0
random-64-64-20.map,4096,826,200,DCMAPF,True,11030,108,17.1
random-64-64-20.map,4096,826,200,DCMAPF,True,10783,106,17.2
random-64-64-20.map,4096,826,200,DCMAPF,True,10376,115,17.4
random-64-64-20.map,4096,826,200,DCMAPF,True,10467,116,17.4
random-64-64-20.map,4096,826,200,DCMAPF,True,10636,115,17.7
random-64-64-20.map,4096,826,200,DCMAPF,True,11106,110,18.0
random-64-64-20.map,4096,826,200,DCMAPF,True,10520,117,18.5
random-64-64-20.map,4096,826,200,DCMAPF,True,11626,126,18.9
random-64-64-20.map,4096,826,200,DCMAPF,True,11058,121,19.1
random-64-64-20.map,4096,826,200,DCMAPF,True,10672,116,19.2
random-64-64-20.map,4096,826,200,DCMAPF,True,11071,118,19.4
random-64-64-20.map,4096,826,200,DCMAPF,True,10929,131,19.4
random-64-64-20.map,4096,826,200,DCMAPF,True,10997,120,19.4
random-64-64-20.map,4096,826,200,DCMAPF,True,11521,111,19.5
random-64-64-20.map,4096,826,200,DCMAPF,True,11285,130,19.6
random-64-64-20.map,4096,826,200,DCMAPF,True,11165,128,19.7
random-64-64-20.map,4096,826,200,DCMAPF,True,11618,129,20.1
random-64-64-20.map,4096,826,200,DCMAPF,True,10996,130,20.4
random-64-64-20.map,4096,826,200,DCMAPF,True,11256,121,24.3
random-64-64-20.map,4096,826,250,DCMAPF,True,12818,105,25.4
random-64-64-20.map,4096,826,250,DCMAPF,True,13845,110,26.0
random-64-64-20.map,4096,826,250,DCMAPF,True,13673,117,28.2
random-64-64-20.map,4096,826,250,DCMAPF,True,14102,117,29.2
random-64-64-20.map,4096,826,250,DCMAPF,True,13985,113,29.3
random-64-64-20.map,4096,826,250,DCMAPF,True,14338,111,29.9
random-64-64-20.map,4096,826,250,DCMAPF,True,14360,126,30.2
random-64-64-20.map,4096,826,250,DCMAPF,True,14221,131,30.6
random-64-64-20.map,4096,826,250,DCMAPF,True,13680,127,30.7
random-64-64-20.map,4096,826,250,DCMAPF,True,15262,121,30.6
random-64-64-20.map,4096,826,250,DCMAPF,True,14407,131,30.8
random-64-64-20.map,4096,826,250,DCMAPF,True,13875,126,30.8
random-64-64-20.map,4096,826,250,DCMAPF,True,14335,127,31.6
random-64-64-20.map,4096,826,250,DCMAPF,True,14702,129,32.6
random-64-64-20.map,4096,826,250,DCMAPF,True,14974,126,33.4
random-64-64-20.map,4096,826,250,DCMAPF,True,15082,131,33.5
random-64-64-20.map,4096,826,250,DCMAPF,True,15090,126,33.8
random-64-64-20.map,4096,826,250,DCMAPF,True,14950,135,34.1
random-64-64-20.map,4096,826,250,DCMAPF,True,14512,138,35.9
random-64-64-20.map,4096,826,250,DCMAPF,True,14891,146,36.1
random-64-64-20.map,4096,826,250,DCMAPF,True,15781,149,36.2
random-64-64-20.map,4096,826,250,DCMAPF,True,16456,147,36.5
random-64-64-20.map,4096,826,250,DCMAPF,True,15866,142,37.4
random-64-64-20.map,4096,826,250,DCMAPF,True,16210,160,40.7
random-64-64-20.map,4096,826,250,DCMAPF,True,16642,190,51.6
random-64-64-20.map,4096,826,300,DCMAPF,True,17524,122,44.3
random-64-64-20.map,4096,826,300,DCMAPF,True,18497,124,45.0
random-64-64-20.map,4096,826,300,DCMAPF,True,17718,121,46.6
random-64-64-20.map,4096,826,300,DCMAPF,True,17189,127,49.0
random-64-64-20.map,4096,826,300,DCMAPF,True,18948,130,51.4
random-64-64-20.map,4096,826,300,DCMAPF,True,18549,129,52.9
random-64-64-20.map,4096,826,300,DCMAPF,True,18306,152,53.2
random-64-64-20.map,4096,826,300,DCMAPF,True,19286,149,55.3
random-64-64-20.map,4096,826,300,DCMAPF,True,19463,132,56.3
random-64-64-20.map,4096,826,300,DCMAPF,True,19617,166,58.3
random-64-64-20.map,4096,826,300,DCMAPF,True,18357,160,58.5
random-64-64-20.map,4096,826,300,DCMAPF,True,18446,162,59.5
random-64-64-20.map,4096,826,300,DCMAPF,True,18547,154,60.0
random-64-64-20.map,4096,826,300,DCMAPF,True,20760,163,64.2
random-64-64-20.map,4096,826,300,DCMAPF,True,19667,149,64.4
random-64-64-20.map,4096,826,300,DCMAPF,True,19570,170,64.5
random-64-64-20.map,4096,826,300,DCMAPF,True,21112,174,67.4
random-64-64-20.map,4096,826,300,DCMAPF,True,19949,165,69.0
random-64-64-20.map,4096,826,300,DCMAPF,True,20788,159,69.7
random-64-64-20.map,4096,826,300,DCMAPF,True,20064,171,72.8
random-64-64-20.map,4096,826,300,DCMAPF,True,21227,180,76.9
random-64-64-20.map,4096,826,300,DCMAPF,True,20595,179,78.1
random-64-64-20.map,4096,826,300,DCMAPF,True,20723,172,79.1
random-64-64-20.map,4096,826,300,DCMAPF,True,18528,161,79.9
random-64-64-20.map,4096,826,300,DCMAPF,True,21440,178,83.1
random-64-64-20.map,4096,826,350,DCMAPF,True,22548,142,79.0
random-64-64-20.map,4096,826,350,DCMAPF,True,23636,132,80.4
random-64-64-20.map,4096,826,350,DCMAPF,True,22824,149,82.1
random-64-64-20.map,4096,826,350,DCMAPF,True,22951,148,82.3
random-64-64-20.map,4096,826,350,DCMAPF,True,22920,148,83.4
random-64-64-20.map,4096,826,350,DCMAPF,True,24168,147,89.9
random-64-64-20.map,4096,826,350,DCMAPF,True,24101,164,97.5
random-64-64-20.map,4096,826,350,DCMAPF,True,24897,156,98.5
random-64-64-20.map,4096,826,350,DCMAPF,True,25252,185,98.9
random-64-64-20.map,4096,826,350,DCMAPF,True,25403,175,99.4
random-64-64-20.map,4096,826,350,DCMAPF,True,25675,174,100.5
random-64-64-20.map,4096,826,350,DCMAPF,True,23598,174,101.2
random-64-64-20.map,4096,826,350,DCMAPF,True,24523,174,103.0
random-64-64-20.map,4096,826,350,DCMAPF,True,24972,169,103.5
random-64-64-20.map,4096,826,350,DCMAPF,True,24873,173,105.4
random-64-64-20.map,4096,826,350,DCMAPF,True,23740,188,110.3
random-64-64-20.map,4096,826,350,DCMAPF,True,25444,169,113.3
random-64-64-20.map,4096,826,350,DCMAPF,True,26776,188,113.7
random-64-64-20.map,4096,826,350,DCMAPF,True,25236,201,115.3
random-64-64-20.map,4096,826,350,DCMAPF,True,25201,200,116.6
random-64-64-20.map,4096,826,350,DCMAPF,True,28041,249,132.6
random-64-64-20.map,4096,826,350,DCMAPF,True,26788,203,138.3
random-64-64-20.map,4096,826,350,DCMAPF,True,26769,226,143.3
random-64-64-20.map,4096,826,350,DCMAPF,True,27580,230,145.5
random-64-64-20.map,4096,826,350,DCMAPF,True,27197,218,150.7
random-64-64-20.map,4096,826,400,DCMAPF,True,29311,167,128.3
random-64-64-20.map,4096,826,400,DCMAPF,True,30402,161,131.2
random-64-64-20.map,4096,826,400,DCMAPF,True,29422,169,132.1
random-64-64-20.map,4096,826,400,DCMAPF,True,30716,168,150.2
random-64-64-20.map,4096,826,400,DCMAPF,True,30691,200,171.1
random-64-64-20.map,4096,826,400,DCMAPF,True,30304,218,172.1
random-64-64-20.map,4096,826,400,DCMAPF,True,29822,177,172.2
random-64-64-20.map,4096,826,400,DCMAPF,True,32462,200,172.3
random-64-64-20.map,4096,826,400,DCMAPF,True,29923,231,174.7
random-64-64-20.map,4096,826,400,DCMAPF,True,30884,214,176.7
random-64-64-20.map,4096,826,400,DCMAPF,True,32659,227,188.2
random-64-64-20.map,4096,826,400,DCMAPF,True,31254,200,190.5
random-64-64-20.map,4096,826,400,DCMAPF,True,32159,216,198.1
random-64-64-20.map,4096,826,400,DCMAPF,True,33429,235,209.3
random-64-64-20.map,4096,826,400,DCMAPF,True,30462,223,211.0
random-64-64-20.map,4096,826,400,DCMAPF,True,35191,248,218.8
random-64-64-20.map,4096,826,400,DCMAPF,True,34155,239,236.6
random-64-64-20.map,4096,826,400,DCMAPF,True,33609,251,251.1
random-64-64-20.map,4096,826,400,DCMAPF,True,32520,253,262.4
random-64-64-20.map,4096,826,400,DCMAPF,True,35095,245,263.8
random-64-64-20.map,4096,826,400,DCMAPF,True,36560,275,264.9
random-64-64-20.map,4096,826,400,DCMAPF,True,36187,257,273.1
random-64-64-20.map,4096,826,400,DCMAPF,True,38670,326,381.7
random-64-64-20.map,4096,826,400,DCMAPF,False,40258,600,539.7
random-64-64-20.map,4096,826,400,DCMAPF,False,41937,600,659.3
random-64-64-20.map,4096,826,450,DCMAPF,True,34484,151,158.7
random-64-64-20.map,4096,826,450,DCMAPF,True,35836,200,213.3
random-64-64-20.map,4096,826,450,DCMAPF,True,36378,212,225.9
random-64-64-20.map,4096,826,450,DCMAPF,True,36930,213,232.7
random-64-64-20.map,4096,826,450,DCMAPF,True,38799,233,238.9
random-64-64-20.map,4096,826,450,DCMAPF,True,38270,222,241.8
random-64-64-20.map,4096,826,450,DCMAPF,True,39279,247,262.0
random-64-64-20.map,4096,826,450,DCMAPF,True,40114,231,296.7
random-64-64-20.map,4096,826,450,DCMAPF,True,43664,245,315.8
random-64-64-20.map,4096,826,450,DCMAPF,True,39058,262,318.5
random-64-64-20.map,4096,826,450,DCMAPF,True,39991,271,333.9
random-64-64-20.map,4096,826,450,DCMAPF,True,43469,262,342.2
random-64-64-20.map,4096,826,450,DCMAPF,True,41670,289,346.6
random-64-64-20.map,4096,826,450,DCMAPF,True,39111,255,347.6
random-64-64-20.map,4096,826,450,DCMAPF,True,41798,262,348.5
random-64-64-20.map,4096,826,450,DCMAPF,True,42273,287,352.0
random-64-64-20.map,4096,826,450,DCMAPF,True,46235,261,364.9
random-64-64-20.map,4096,826,450,DCMAPF,True,44293,270,373.3
random-64-64-20.map,4096,826,450,DCMAPF,True,42028,272,384.9
random-64-64-20.map,4096,826,450,DCMAPF,True,42285,322,452.2
random-64-64-20.map,4096,826,450,DCMAPF,True,48246,410,533.4
random-64-64-20.map,4096,826,450,DCMAPF,True,47690,363,555.7
random-64-64-20.map,4096,826,450,DCMAPF,False,48932,600,758.4
random-64-64-20.map,4096,826,450,DCMAPF,False,54517,600,779.6
random-64-64-20.map,4096,826,450,DCMAPF,False,61511,600,1032.2
