map_name,map_size,obstacles_number,agents_number,sum_of_costs,is_done,steps_number,simulation_time
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,26781,True,329,84414
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,24871,True,281,50843
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,25173,True,296,62625
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,25883,True,412,92628
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,27323,False,600,212310
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,24929,True,240,37405
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,25729,True,250,43265
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,25292,True,325,63368
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,26013,True,266,56410
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,24899,True,294,54075
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,26472,True,291,57590
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,26026,True,368,78602
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,26635,True,314,71213
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,25925,True,247,40762
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,26891,True,263,44993
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,25752,True,395,88077
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,26311,True,417,100692
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,24918,True,273,45599
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,25638,True,296,53258
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,24517,True,285,51442
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,25914,True,268,51623
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,25087,True,251,41998
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,24165,True,251,44070
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,27855,True,319,76138
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,240,27265,False,600,175642
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,29217,True,221,40954
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,30020,True,261,54982
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,31196,True,312,75690
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,30815,True,418,153971
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,29634,True,292,65148
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,29319,True,281,63438
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,28953,True,279,63238
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,31451,True,448,167232
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,30613,True,308,75173
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,29655,True,313,76516
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,29708,True,317,78350
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,28881,True,333,89863
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,28974,True,270,61820
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,30598,True,298,70241
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,30386,True,294,79177
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,31024,True,395,115607
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,29779,True,248,53458
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,31076,True,274,62263
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,28856,True,314,73477
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,28870,True,306,79790
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,28902,True,270,58494
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,28290,True,297,71844
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,30396,True,295,70689
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,31578,True,372,110785
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,270,29138,True,284,60575
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,34655,True,376,122485
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,35550,True,331,109625
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,36221,True,403,217850
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,33753,True,296,81423
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,34207,True,305,96764
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,35544,True,385,175781
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,33921,False,600,551813
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,33991,True,264,70456
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,33034,True,349,122739
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,34592,True,320,115751
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,34828,True,447,168512
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,34243,True,288,93547
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,33738,True,379,123488
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,34440,True,331,109467
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,35851,True,465,262067
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,33064,True,271,71347
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,34352,True,313,92741
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,35773,True,398,169204
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,36516,True,541,231198
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,32380,True,275,74127
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,33676,True,320,110580
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,33476,True,294,97030
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,37304,False,600,376593
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,33298,True,276,73082
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,300,31915,True,295,82345
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,41258,True,330,146766
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,40885,True,362,181150
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,40693,True,403,202028
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,39802,True,433,254482
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,39670,True,466,280997
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,40893,True,421,263465
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,39032,True,349,145889
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,38613,True,322,144932
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,39684,True,434,217268
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,38218,True,366,215299
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,38069,True,308,114850
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,39758,True,314,117265
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,39967,True,371,159760
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,41835,False,600,430651
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,37959,True,397,182187
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,39329,True,355,167280
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,41333,True,498,304164
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,41746,True,512,395591
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,38185,True,291,103052
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,37089,True,341,122177
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,37932,True,320,124710
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,42562,False,600,430836
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,35633,True,322,113664
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,38384,True,337,133136
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,330,39633,True,316,125526
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,46873,True,426,323717
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,42320,True,328,179624
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,44685,True,400,222439
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,45841,True,324,179325
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,46848,True,505,343323
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,43819,True,321,146262
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,44161,True,422,274578
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,44039,True,473,341246
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,43493,True,482,438362
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,43654,True,311,148674
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,43480,True,358,190458
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,46980,True,453,291606
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,45364,True,420,293453
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,45740,True,379,231943
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,42940,True,468,297407
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,45326,True,429,281993
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,46901,False,600,398136
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,28482,False,117,20752
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,44430,True,321,155478
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,42284,True,413,220668
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,44317,True,372,224530
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,44554,True,341,164439
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,42382,True,364,190713
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,43004,True,369,215432
benchmarks\warehouse-10-20-10-2-1.txt,10143,4444,360,49360,True,591,540180
